Name;Jahr;Sektor;Payout;PayoutVJ;Quote;ROA;FCFUE;lnUEWachs;lnInv;lnFKQ;lnCash;lnGK;lnUE;lnMK;lnAnalyst;Float;ARP;lnKBV;Abgeltung
LEIFHEIT AG;2008;Consumer;0;1;0;-0,015539;0,02365621;-0,001552204;0,036753528;0,002356222;-3,015973844;5,332264584;5,620842797;4,248138035;0,693147181;0,4358;0;-0,390742517;0
LEONI AG;2008;Consumer;1;1;0,01129383;0,057436;0,043861719;0,115675038;0,053061942;0,279772625;-3,720738146;7,37585397;7,76928528;6,722876443;2,890371758;1;0;0,460478166;0
LHS AG;2008;Sonstige;0;0;0;-0,017561;0,15557728;0,316001272;0,013085566;0,013290292;-1,316511377;4,616377153;4,587026582;6,279206274;0,693147181;0,906015813;0;1,98001954;0
LINDE AG;2008;Sonstige;1;1;0,022594279;0,035958;0,023484479;0,416619334;0,041176169;0,258642733;-3,370225382;10,12482948;9,417842227;9,567127702;3,433987204;1;0;0,505985088;0
LOEWE AG;2008;Consumer;1;0;0,009428482;0,03271;0,005819603;0,085710615;0,09949057;0,024823336;-4,03872259;5,395330641;5,920328309;4,942127326;2,197224577;0,712045507;0;0,670901795;0
LOGWIN AG;2008;Industrials;0;0;0;0,001821;0,007455798;0,077149912;0,025279964;0,20575077;-2,632001309;6,815973268;7,622227457;5,339203879;1,945910149;0,497403005;0;-0,412927829;0
LPKF LASER & ELECTRONICS;2008;IT;1;1;0,030869977;0,083029;-0,024663571;0,059245789;0,069256922;0,09741705;-2,853135225;3,891289545;3,742609777;3,778668511;1,609437912;0,716798674;0;0,332233096;0
LUDWIG BECK AM RATHAUSECK;2008;Consumer;1;1;0,012743723;0,024194;0,028556976;-0,004565406;0,051997206;0,312033163;-4,153915594;4,676867397;4,465724194;3,847377097;0;0,4270636;0;0,338250761;0
MAGIX AG;2008;IT;0;0;0;0,045187;-0,016196191;-0,091400632;0,057341978;0;-1,211465793;4,067418624;3,486212323;3,687910785;1,386294361;0,430500711;0;-0,15875711;0
MAN SE (ST.);2008;Sonstige;1;1;0,031577053;0,077435;0,117329162;0,074835636;0,028005857;0,114856981;-2,546738609;9,690356211;9,551302514;9,413943219;3,433987204;0,698703307;0;0,909708301;0
MARSEILLE-KLINIKEN AG;2008;Health Care;1;1;0,01334986;0,049819;-0,097268435;0,059936385;0,047866733;0,294306334;-2,816251113;5,485775293;5,429832353;4,999130604;1,609437912;0,382727198;1;1,253975361;0
MASTERFLEX AG;2008;Sonstige;1;1;0,040527979;0,061522;-0,087595426;-0,263057104;0,049409704;0,423018803;-3,094098923;4,868203457;4,487995715;4,274783748;1,791759469;0,869647236;0;0,749231824;0
MAXDATA COMPUTER AG;2008;Sonstige;0;0;0;-0,17109;-0,084411526;-0,112920129;0,005620585;0;-1,499882455;5,19536506;6,15009731;3,91252288;0;0,057724138;0;0,031625284;0
MEDICLIN AG;2008;Health Care;0;0;0;0,021285;-0,044075364;0,034962622;0,100790686;0,29557137;-2,535768221;5,598097832;5,97117255;4,329325344;1,098612289;1;0;-0,316728922;0
MEDIGENE AG;2008;Health Care;0;0;0;-0,24994;-1,390794488;-0,268271679;0,009594559;0,001686577;-0,904625703;4,744314546;3,172915653;4,988642723;2,302585093;0,864470699;0;0,353181741;0
MEDION AG;2008;Consumer;1;0;0,004377011;0,024517;0,039051807;0,033501505;0,0025476;0,120798928;-1,196443202;6,69839505;7,41414086;6,666628277;2,564949357;0,451030609;0;0,780625304;0
MENSCH UND MASCHINE SOFTWARE;2008;IT;1;1;0,012169911;0,079257;0,013501773;0,22320195;0,009552496;0,209700801;-3,854301773;4,386105804;5,360986955;4,216238647;1,098612289;0,5117697;0;1,132302919;0
MERCK KGAA;2008;Health Care;1;1;0,030516922;0,304029;0,138079143;0,422577191;0,01877416;0,086423538;-3,554765211;9,610612017;8,821009406;8,575420945;3,36729583;1;0;0,726093226;0
METRO AG (ST.);2008;Sonstige;1;1;0,005956234;0,024977;0,013876343;0,09691707;0,052365877;0,205751584;-2,2891542;10,43034399;11,06991424;9,79723713;3,465735903;0,314899263;0;1,064326759;0
MOOD AND MOTION AG;2008;Consumer;0;0;0;-0,0041;-0,007504784;0,043361168;0,021361905;0,084979731;-1,797621668;2,874942221;3,582140211;2,144864925;0;0,80281294;0;0,312845139;0
MORPHOSYS AG;2008;Health Care;0;0;0;0,073427;0,258347051;0,155641283;0,005708249;0,000427908;-1,339154065;5,218800562;4,126521294;5,722357826;2,397895273;0,85924721;0;0,739612716;0
MTU AERO ENGINES HOLDING AG;2008;Industrials;1;1;0,019857138;0,049728;0,058115612;0,064003378;0,027648585;0,100585333;-3,825308761;8,034468998;7,853954228;7,423911669;3,17805383;0,936;1;1,011590244;0
MUEHLBAUER HOLDING AG & CO;2008;Industrials;1;1;0,039457313;0,109267;0,111817713;-0,009643348;0,037075213;0,000119993;-2,363870612;5,162675176;5,069746615;4,833292944;1,609437912;0,475075649;0;0,71883544;0
MUELLER-DIE LILA LOGISTIK AG;2008;Industrials;0;0;0;0,020536;-0,126000481;0,024135384;0,173557113;0,356930811;-3,680376191;3,938655199;4,415494051;2,638273794;1,098612289;0,311965812;0;-0,049702426;0
NEMETSCHEK AG;2008;IT;1;1;0,042795042;0,074692;0,119617487;0,307600134;0,01673677;0,317558057;-1,856757175;5,228216739;4,984913986;5,223053467;1,609437912;0,465142857;0;1,103220064;0
NEXT EVOLUTION AG;2008;IT;0;0;0;0,00183;-0,020806691;0,601860496;0,012531533;0,1117748;-3,690850458;3,06722934;3,292126287;2,098422753;0;0,832;0;0,231586733;0
NEXUS AG;2008;Health Care;0;0;0;0,022006;-0,089155897;0,128811773;0,09862183;0,003410179;-3,120538474;3,99183184;3,391551005;3,753848976;0,693147181;0,71314741;1;-0,01227877;0
NORDEX SE;2008;Industrials;0;0;0;0,084152;0,00081075;0,375135102;0,039660883;0,022199752;-1,198982216;6,556450177;6,616675441;7,37753866;2,48490665;1;0;1,77760644;0
OHB TECHNOLOGY AG;2008;Industrials;1;1;0,017056595;0,04142;-0,00629339;0,293511051;0,022577326;0,026675037;-1,976885492;5,752607559;5,388162641;5,062648206;1,386294361;0,605305466;1;0,762206187;0
ONVISTA AG;2008;IT;1;1;0,047886217;0,070386;0,165064503;-0,005070835;0,015446493;0;-1,066053311;3,377816159;2,638450002;5,167981434;1,098612289;0,433432836;1;2,022440035;0
P&I PERSONAL & INFORMATIK AG;2008;IT;1;1;0,084706918;0,147506;0,193909169;0,08726976;0,001096892;0;-2,133829933;4,001315113;3,998952712;4,897995086;0;0,333636364;0;1,702223317;0
PC-WARE INFORMATION TECHNOLO;2008;Sonstige;1;1;0,004428244;0,027842;0,001135595;0,153115859;0,029668132;0,072068537;-1,768815948;5,213902615;6,539799806;4,295506369;0,693147181;0,652365416;1;0,135221721;0
PFEIFFER VACUUM TECHNOLOGY;2008;Industrials;1;1;0,14714828;0,213956;0,112058821;0,067627807;0,037103881;0;-0,755131713;5,178576165;5,257714098;6,250921912;2,63905733;0,80214023;0;1,235218546;0
PFLEIDERER AG-REGISTERED SHS;2008;Industrials;1;1;0,008882096;0,034903;-0,010743817;0,235702753;0,089007916;0,285708877;-4,716014042;7,560748992;7,49616897;6,694668744;2,397895273;0,893504107;1;0,085349199;0
PHOENIX SOLAR AG;2008;IT;1;1;0,004672495;0,220896;0,014885552;0,782060581;0,014779609;0,001593729;-1,706071891;4,345129221;5,561135374;5,331115766;1,609437912;0,947671549;0;1,475832644;0
PLENUM AG;2008;IT;0;0;0;0,024022;-0,053655924;-0,169465353;0,018669798;0;-1,092525019;2,585204371;3,109150241;2,223395836;0,693147181;0,735987072;0;0,165863189;0
PRAKTIKER BAU-UND HEIMWERK A;2008;Consumer;1;1;0,006615973;0,011172;0,018391644;0,221215293;0,055050441;0,177305665;-2,073715051;7,67498111;8,280203726;6,84526905;3,17805383;0,762310345;0;-0,000543163;0
PRIMION TECHNOLOGY AG;2008;IT;0;0;0;0,030017;-0,020076575;0,421079237;0,063401591;0,272530109;-3,846521875;4,225574559;3,953270509;3,07254122;0,693147181;0,546666667;0;-0,279398689;0
PROGRESS-WERK OBERKIRCH AG;2008;Consumer;1;1;0,0125209;0,04353;-0,01217802;0,14140494;0,09302287;0,239438072;-4,587034372;5,256401023;5,559011006;4,413131571;1,098612289;0,4988;0;0,103971372;0
PROSIEBEN SAT.1 MEDIA AG-PFD;2008;Consumer;1;1;0,050452957;0,022556;0,575151262;0,257486232;0,006887886;0,527816655;-3,174479238;8,69932243;7,904859216;7,316600417;3,295836866;0,749997715;0;1,051400668;0
PSI AG;2008;IT;0;0;0;0,021312;0,016901546;0,051180638;0,015505886;0,003362341;-1,564203799;4,505902184;4,813679173;4,00183947;1,609437912;0,881367126;0;0,6199159;0
PULSION MEDICAL SYSTEMS-REG;2008;Health Care;0;0;0;0,101521;0,024206391;0,144465645;0,135639444;0,11635357;-1,597877518;3,289632473;3,341341215;3,908929349;0,693147181;0,943550073;0;1,09218472;0
PUMA AG;2008;Consumer;1;1;0,018570466;0,150372;0,092816516;0,001813355;0,054016368;0,032374253;-1,271318387;7,529943371;7,772120938;8,23169043;3,295836866;0,379336162;1;1,186958129;0
PVA TEPLA AG;2008;IT;0;0;0;0,071044;-0,107454443;0,479348579;0,165056125;0,160675632;-2,507506071;4,712588583;4,73359858;5,079511425;1,386294361;0,726252874;0;1,648185016;0
Q-CELLS SE;2008;IT;0;0;0;0,091526;-0,044824776;0,465014956;0,090158424;0,153526771;-1,832649078;7,858756569;6,755652501;8,423015646;3,218875825;0,426276887;0;1,236111327;0
QIAGEN N.V.;2008;Health Care;0;0;0;0,025142;0,077440772;0,332915204;0,012352167;0,303961589;-2,078222218;7,928468763;6,47662461;7,869530394;3,091042453;1;0;0,634118439;0
QSC AG;2008;Sonstige;0;0;0;-0,035139;-0,064505736;0,244377311;0,194266063;0,125127554;-1,589810956;5,895658244;5,814712452;5,55009105;2,833213344;0,54552455;0;0,524899212;0
R STAHL AG;2008;Industrials;1;1;0,03347573;0,090167;0,041457168;0,236444303;0,048264504;0,070677452;-1,801499978;5,194228265;5,354773312;5,218355404;1,609437912;0,389751553;0;0,831210838;0
RATIONAL AG;2008;Industrials;1;1;0,15202522;0,366218;0,141762441;0,170840063;0,073572368;0,091703684;-1,420166108;5,233362759;5,818764554;7,264470613;2,397895273;0,285136324;0;2,444289246;0
REALTECH AG;2008;IT;1;1;0,040978849;0,072331;0,065779484;0,159006016;0,013222127;0;-1,882340832;4,173409869;4,15500683;4,151335256;1,098612289;0,546985646;0;0,310818456;0
REPOWER SYSTEMS AG-REGD;2008;Industrials;0;0;0;0,020655;0,034905802;0,335443851;0,060274715;0,005746457;-1,22481206;6,012861981;6,12869045;7,143702846;1,791759469;0,445789023;0;1,908265552;0
RHEINMETALL AG;2008;Industrials;1;1;0,011685393;0,04276;-0,002247191;0,098586625;0,060265982;0,109589561;-3,050928983;8,144679183;8,29529886;7,408043175;3,044522438;1;1;0,456742318;0
RHOEN-KLINIKUM AG;2008;Health Care;1;1;0,014303204;0,052455;-0,016643997;0,046352911;0,079705025;0,282264926;-2,500666241;7,636799916;7,613203491;7,577609362;2,772588722;0,834515807;0;0,931365248;0
ROHWEDDER AG;2008;Industrials;0;1;0;-0,017518;-0,11811943;0,383979265;0,018665765;0,097505042;-2,684529329;4,794136286;4,888445061;3,167224572;0,693147181;0,4704;1;-0,497567087;0
RUECKER AG;2008;Industrials;1;1;0,014881097;0,049405;0,049135976;0,016582743;0,023727371;0,240746899;-1,647411239;4,467837291;5,12941931;4,188189255;1,098612289;0,360663564;0;0,7049774;0
RWE AG (ST.);2008;Sonstige;1;1;0,040160908;0,030157;0,049204687;-0,04333139;0,047579261;0,147776695;-3,770521778;11,33164337;10,62261919;10,72062712;3,63758616;0,888999914;1;1,251054242;0
SAF-HOLLAND SA;2008;Consumer;1;0;0,009737232;0,02033;-0,000904611;0,043709661;0,03184787;0,393138109;-2,994697765;6,318185826;6,700120837;5,269063402;1,609437912;0,502999416;0;0,585502464;0
SALZGITTER AG;2008;Sonstige;1;1;0,018607652;0,117155;0,036657821;0,187791569;0,04339052;0,021881837;-1,368712709;9,036723666;9,22938377;8,873330663;3,044522438;0,64831219;1;0,425977889;0
SANOCHEMIA PHARMAZEUTIKA AG;2008;Health Care;0;0;0;-0,044579;0,170007424;-0,022060554;0,033624888;0,200883218;-1,391766864;4,583394814;3,388922351;4,269089119;1,386294361;0,994519475;0;0,219763837;0
SAP AG;2008;IT;1;1;0,060752048;0,193857;0,149375975;0,087898234;0,038611108;0,008623709;-1,843565692;9,226312142;9,235618179;10,59227409;3,583518938;0,711100465;1;1,796096238;0
SARTORIUS AG (ST);2008;Sonstige;1;1;0,010487805;0,041918;0,000650225;0,122620207;0,042209769;0,234694976;-3,788109621;6,664326109;6,378472023;5,460706588;1,098612289;0,65982906;0;0,479667039;0
SCHLOTT GRUPPE AG;2008;Industrials;1;1;0,012865737;0,064589;0,043553548;0,124994305;0,021371311;0,289513894;-5,263163609;6,232805517;6,178381778;4,605707733;1,791759469;0,597034172;0;-0,595670313;0
SECUNET SECURITY AG;2008;IT;0;0;0;0,086921;0,062186771;0,123353271;0,028699448;0,000623805;-1,128676072;3,518227541;3,720467749;3,304574507;1,098612289;0,236;0;0,220682558;0
SEDO HOLDING AG;2008;Consumer;0;0;0;0,112238;0,075243192;0,255747034;0,005409623;0,001203276;-2,960905839;5,215969462;5,434557899;5,979075782;1,609437912;0,206591978;0;1,850535579;0
SFC ENERGY AG-BR;2008;Industrials;0;0;0;-0,067373;-0,156435092;0,714448684;0,010740294;0,046780527;-0,124173175;4,09343248;2,663819626;4,635152879;1,386294361;0,395515067;0;0,685765546;0
SGL CARBON SE;2008;Industrials;0;0;0;0,097645;0,013765477;0,142372445;0,084854465;0,218354502;-2,427929215;7,295463666;7,224753406;7,77606101;2,772588722;1;0;1,373665484;0
SHS VIVEON AG;2008;IT;0;0;0;0,017957;-0,044701979;-0,623596864;0,010652166;0,087277092;-3,480364557;3,804981077;3,107537478;2,641830609;0,693147181;0,473829201;1;-0,588635556;0
SIEMENS AG;2008;Industrials;1;1;0,020189996;0,042505;0,033237633;0,085862968;0,040152883;0,156374491;-3,129396304;11,42469516;11,19062434;11,20511284;3,688879454;0,945611642;1;0,930201075;0
SILICON SENSOR INTL AG;2008;IT;1;1;0,010533852;0,074858;-0,062408818;0,125757378;0,107738721;0,169901412;-1,723517309;4,043647581;3,61129622;3,665063656;0;1;0;0,133508576;0
SINGULUS TECHNOLOGIES;2008;Industrials;0;0;0;0,003943;-0,024739232;-0,209966995;0,004773096;0,049787762;-2,486053877;6,09567365;5,43596403;5,855218128;2,772588722;0,988496725;0;0,194988772;0
SINNERSCHRADER AG;2008;IT;1;1;0,074518644;0,061698;0,024408089;0,161313253;0,025829001;0;-1,123309224;2,819603502;2,922521591;2,902237415;0,693147181;0,779779953;1;0,372644622;0
SIXT AG (ST.);2008;Sonstige;1;1;0,012389486;0,046179;-0,010280292;0,08351268;0,004829001;0,424719219;-4,340641787;7,624143629;7,358083485;6,142766047;1,609437912;0,432005828;0;0,428671894;0
SKW STAHL-METALLURGIE HOLDIN;2008;Sonstige;1;0;0,009200424;0,083895;0,034788212;0,251595722;0,01863637;0,240115509;-3,281774109;5,200313061;5,476417526;4,562624811;1,098612289;0,496861925;0;0,251958769;0
SKY DEUTSCHLAND AG;2008;Consumer;0;0;0;-0,033006;-0,128099244;-0,118794797;0,029586371;0,182908051;-2,734497448;7,479707798;6,842858294;7,336600353;2,995732274;0,98890275;0;0,389202472;0
SMARTRAC NV;2008;IT;0;0;0;0,210321;0,05196446;0,610080196;0,094834021;0,078040088;-2,077537612;4,757805432;4,570226712;6,149717515;1,609437912;0,347703704;1;1,693185978;0
SOFTWARE AG;2008;IT;1;1;0,137528792;0,106016;0,133672108;0,251799422;0,010657115;0,190137598;-2,538562226;6,930811431;6,431748064;7,221795098;3,091042453;0,707423836;0;1,088755954;0
SOLAR-FABRIK AG;2008;IT;0;0;0;-0,058273;-0,096627843;0,614976969;0,010335393;0,065190184;-1,357735023;4,685680477;4,901222133;4,821073232;1,791759469;0,724176294;0;0,461122531;0
SOLARWORLD AG;2008;IT;1;1;0,022681369;0,083618;0,146378707;0,291450214;0,066804222;0,319302825;-1,865580905;7,441007144;6,536094318;8,134499172;3,135494216;0,75;0;1,595568344;0
SOLON SE;2008;IT;0;0;0;0,070268;-0,221720204;0,373224246;0,058973362;0,297564332;-1,628619271;6,638574334;6,220749203;6,352191472;2,564949357;0,617783266;0;0,481681965;0
SPLENDID MEDIEN AG;2008;Consumer;0;0;0;-0,034059;0,19829394;0,12274935;0,010553875;0,200391475;-1,466754394;3,513156081;3,337014353;2,568793498;0,693147181;0,293871297;0;-0,066107994;0
STADA ARZNEIMITTEL AG;2008;Health Care;1;1;0,026473381;0,04442;0,032412814;0,232211909;0,01639517;0,343685444;-3,440145886;7,840491204;7,359142952;7,878522951;3,091042453;1;0;1,078556566;0
STRATEC BIOMEDICAL AG;2008;Health Care;1;1;0,037173114;0,161158;0,118218854;-0,013052819;0,023411447;0,07825095;-1,212839534;4,202754922;4,212531961;5,191349577;1,386294361;0,570815075;0;1,308318217;0
SUEDZUCKER AG;2008;Consumer;1;1;0,01310499;0,002473;-0,123503355;0,002546754;0,060857886;0,282588372;-3,598765801;8,976818136;8,662089772;7,891989245;2,708050201;0,350000528;0;0,270891781;0
SUESS MICROTEC AG;2008;IT;0;0;0;0,027496;-0,007502425;-0,064363603;0,015293478;0,073484635;-2,094225703;5,094547429;4,93558842;4,314866155;1,945910149;0,891239203;0;-0,312955514;0
SUNWAYS AG;2008;IT;0;0;0;0,01488;0,032784966;0,33772645;0,063217058;0,097612074;-1,894580737;4,544719299;5,36355252;4,376544875;1,791759469;0,777228597;0;0,636389159;0
SURTECO SE;2008;Consumer;1;1;0,029389485;0,071207;0,034632912;0,027795112;0,050889546;0,392452814;-1,661001056;6,243741568;6,027118812;5,501308107;1,609437912;0,237020316;0;0,277467577;0
SYMRISE AG;2008;Sonstige;1;0;0,046362061;0,054221;0,075158224;0,035977961;0,016491012;0,292564385;-3,117878996;7,490486408;7,150276269;7,578759294;2,772588722;0,941001752;0;1,11306958;0
SYSKOPLAN AG;2008;IT;1;1;0,024685064;0,065746;0,02187152;0,239603343;0,017984077;0,057805593;-1,049549577;3,918243617;4,051297873;3,54418747;1,386294361;0,432438148;1;0,195021066;0
SYZYGY AG;2008;IT;1;0;0,044159263;0,04689;0,047749625;0,297492294;0,024648915;0;-1,929594172;4,012031223;3,308753091;3,613063177;0;0,692912734;1;0,090880267;0
TAKKT AG;2008;Consumer;1;1;0,059135658;0,139087;0,049828282;0,028498046;0,080140221;0,153794331;-4,602645199;6,308120299;6,893866272;6,705778901;2,302585093;0,273004115;0;0,931523891;0
TDS INFORMATIONSTECHNOLOGIE;2008;IT;0;0;0;0,072705;0,07117333;-0,017152263;0,069709316;0,249417742;-2,949073307;4,371458488;4,519503359;4,670584433;0;0,263298145;0;1,205976291;0
TECHEM AG;2008;Sonstige;0;1;0;0,062759;-0,015050577;0,067401606;0,096991623;0,412736607;-3,685777776;6,664618182;6,326948796;7,307168173;2,302585093;0,221228553;1;1,975022248;0
TECHNOTRANS;2008;Industrials;1;1;0,031570151;0,096578;-0,011849579;0,012468939;0,119631475;0,124206803;-2,209124709;4,583844399;5,031548416;4,544828673;1,791759469;0,968587145;1;0,483107611;0
TELE ATLAS NV;2008;Sonstige;0;0;0;0,041612;0,068983317;0,15308926;0,020579852;0;-1,076266958;6,421329542;5,730200427;7,75930811;2,397895273;1;0;1,536660416;0
TELEGATE AG;2008;Industrials;1;1;0,085794018;0,2415;0,342731649;-0,03207288;0,016339394;0;-0,82609906;5,027472745;5,154781813;5,495795376;1,791759469;0,235036496;0;1,034832245;0
TELEPLAN INTERNATIONAL NV;2008;Industrials;0;0;0;0,024165;0,006656064;0,151972309;0,021511032;0,37304384;-2,271902398;5,009834974;5,640835575;3,954675056;0,693147181;0,846686052;0;0,723180866;0
THYSSENKRUPP AG;2008;Sonstige;1;1;0,012931108;0,056962;-0,009280204;0,093098645;0,068512989;0,091257433;-2,342615085;10,54728691;10,85365784;9,835460126;3,258096538;0,699400765;0;0,571231995;0
TIPP24 SE;2008;Consumer;1;0;0,09863389;0,07187;0,359073162;0,262950247;0,018756081;0;-0,332010601;4,518946499;3,806093439;4,788969404;1,945910149;0,521866546;1;0,682273159;0
TOMORROW FOCUS AG;2008;IT;0;0;0;0,057219;0,054986257;0,132582317;0,030624437;0,409964969;-1,858373839;4,926659306;4,316767854;4,922339316;1,791759469;0,35812955;0;1,035924557;0
TRIPLAN AG;2008;Industrials;0;0;0;0,106117;0,029982323;0,097845146;0,019436616;0,006671695;-1,270079086;2,981531924;3,787049178;3,285835369;0,693147181;0,628541558;0;0,819897919;0
TUI AG;2008;Consumer;1;0;0,003938903;0,011782;-0,056370474;-0,252801533;0,069296172;0,30583702;-2,311522753;9,697993602;9,676091196;8,320983009;3,135494216;0,813508884;0;0,497757244;0
UMS UNITED MEDICAL SYS INTL;2008;Health Care;0;0;0;0,075031;0,257929738;0,037847656;0,069289002;0,269451399;-2,162502885;3,419940625;3,588077975;3,013392372;0;0,895611702;0;0,391204303;0
UNITED INTERNET AG;2008;IT;1;1;0,033807866;0,216584;0,15673891;0,236510613;0,047279446;0,26687944;-3,011193525;7,101697388;7,304804405;8,064995835;3,218875825;0,481689032;1;2,073012678;0
UNITED LABELS AG;2008;Consumer;1;1;0,019429872;0,00755;0,039784976;-0,045981113;0,010217717;0,174390186;-2,412472851;3,977038913;3,766590214;2,615676107;0,693147181;0,372380952;1;-0,884066217;0
USU SOFTWARE AG;2008;IT;1;1;0,049932361;0,086191;0,083293072;0,180101595;0,005466643;0;-2,353197864;3,975354549;3,435502185;3,649716746;0,693147181;0,68427673;0;-0,194508416;0
UTIMACO SAFEWARE AG;2008;IT;1;1;0,037333525;0,075836;0,059568219;0,182102366;0,018762718;0;-0,686848832;4,211001038;4,08164763;4,986998114;1,609437912;0,97795863;0;1,198282103;0
VERSATEL AG;2008;Sonstige;0;0;0;-0,075901;-0,091895194;0,173550705;0,14375247;0,411681082;-2,289252163;7,081681695;6,552002767;6,798414854;2,708050201;0,160295455;0;0,911164813;0
VISCOM AG;2008;IT;1;1;0,052052476;0,04763;-0,115800408;-0,025093218;0,018144744;0,035266753;-0,969840729;4,29221133;3,950974452;4,152897392;1,386294361;0,253769401;0;0,033872218;0
VOLKSWAGEN AG (ST.);2008;Sonstige;1;1;0,004812882;0,029224;0,062582073;0,037632915;0,059083616;0,335731248;-2,665469948;11,88694806;11,59815776;10,69291101;3,583518938;0,486963709;0;0,632524553;0
VOSSLOH AG;2008;Industrials;1;1;0,024580475;0,056548;0,014951627;0,007947336;0,038878594;0,158191078;-2,92362898;7,190525307;6,930787978;7,194329864;2,708050201;0,677818329;0;1,14954974;0
VTG AG;2008;Industrials;0;0;0;0,044904;-0,032382585;0,043158144;0,086655806;0,368317604;-3,189413886;7,061260522;6,294219328;5,499205734;1,609437912;0,460096311;0;-0,122710659;0
W.O.M. WORLD OF MEDICINE AG;2008;Health Care;0;0;0;0,268781;0,118361238;0,14702852;0,055209508;0,015394888;-1,528964214;3,371480167;3,576452362;4,48884983;0,693147181;0,100444444;1;1,361510514;0
WACKER CHEMIE AG;2008;Sonstige;1;1;0,04137704;0,117609;0,200989078;0,125026075;0,134150124;0,054097958;-2,3693636;8,273362121;8,237823145;8,856617644;3,17805383;0,334995111;0;1,284894066;0
WACKER NEUSON SE;2008;Industrials;1;0;0,045618156;0,064073;-0,027869639;0,180880519;0,065004393;0,096016294;-2,76068303;7,102095982;6,609432798;6,777715518;1,609437912;0,33459374;0;-0,000847797;0
WASHTEC AG;2008;Industrials;0;0;0;0,059866;0,044166636;0,067847416;0,026997965;0,250090012;-3,556848574;5,353214086;5,633765508;4,979332845;1,609437912;0,441973684;0;0,690130083;0
WAVELIGHT AG;2008;Sonstige;0;0;0;-0,160782;-0,004106864;0,118344656;0,009351551;0,326134702;-4,075939216;4,30942906;4,253767036;4,702436568;0,693147181;0,060057777;0;1,576780344;0
WINCOR NIXDORF AG;2008;IT;1;1;0,042888132;0,090532;0,063847507;0,09635418;0,034834913;0,155772222;-3,913433592;7,110840602;7,670691081;7,425216941;2,944438979;0,949644854;1;1,796073573;0
WIRECARD AG;2008;IT;0;0;0;0,100699;0,707134121;0,493099846;0,00177328;0,197288984;-0,928133121;5,985614469;4,899092001;6,792567298;2,197224577;0,820818794;0;1,693899616;0
XING AG;2008;IT;0;0;0;0,082743;0,365149367;1,171448786;0,030682169;0,006688581;-0,454183127;4,087655574;2,946909609;5,337590066;1,609437912;0,722991157;0;1,506740574;0
ZAPF CREATION AG;2008;Consumer;0;0;0;-0,023823;0,213268512;-0,049877455;0,014588604;0,397352288;-1,598442194;4,746122724;4,704626305;3,674577669;0,693147181;0,603583333;0;1,056189628;0
ZHONGDE WASTE TECHNOLOGY AG;2008;Industrials;1;0;0,0626339;0,314098;0,327600993;0,494124737;0,027868092;0;-0,220775649;4,64953438;3,438277986;5,812723572;1,098612289;0,304307692;0;1,22136432;0
4SC AG;2009;Health Care;0;0;0;-0,375382;-3,435836982;0,76904423;0,019662336;0,021712567;-1,721706178;3,715862125;1,088225196;4,33294887;1,098612289;0,316212329;0;0,717733149;1
7DAYS MUSIC ENTERTAINMENT AG;2009;Consumer;0;0;0;-0,465861;-0,417310665;0,258071216;0,000473;0,050283335;-2,724106503;2,540183665;1,356350485;1,229393854;0;0,688995215;0;0,186010595;1
AAP IMPLANTATE;2009;Health Care;0;0;0;-0,078017;-0,114446117;0,129685256;0,06067552;0,158454832;-6,548547368;4,20514028;3,462104317;3,307727338;0,693147181;0,425887657;0;-0,41012984;1
ABWICKLUNGSGESELLSCHAFT BIOG;2009;Sonstige;0;0;0;-0,306022;-0,157699361;-0,692667296;0,010193812;0,220833686;-1,942040511;4,53378159;4,213844641;3,253255338;1,945910149;0,778149573;0;-0,287647422;1
AD PEPPER MEDIA INTL NV;2009;IT;0;0;0;0,038547;-0,035639652;0,039012038;0,017669766;0;-2,442503554;4,206035002;3,963438292;2,902928261;0;0,487757789;1;-1,148604412;1
ADIDAS AG;2009;Consumer;1;1;0,009175757;0,071901;0,020187054;0,04740635;0,032610464;0,238942095;-3,665346517;9,162514743;9,287208816;8,483297828;3,526360525;0,970612278;1;0,332085628;1
ADVA AG OPTICAL NETWORKING;2009;IT;0;0;0;-0,044247;0,015780624;-0,144398223;0,092553109;0,161063871;-1,436351927;5,27709373;5,382989343;3,777102266;1,945910149;0,805586253;0;-0,807838697;1
AIR BERLIN PLC;2009;Industrials;0;0;0;-0,034004;-0,056568945;0,289608216;0,081169562;0,35603604;-2,194946685;7,787003988;8,128148527;5,413037209;2,833213344;0,689775857;0;-0,506927372;1
AIXTRON SE;2009;IT;1;1;0,029417501;0,075186;0,01545167;0,244824414;0,036235136;0;-1,540458805;5,752023282;5,614601473;5,773056367;2,772588722;0,899411319;0;0,41230913;1
ALEO SOLAR AG;2009;IT;0;0;0;0,106279;-0,14062396;0,398427066;0,146059655;0,276590285;-5,120611818;5,231258338;5,887591813;4,118490993;1,945910149;0,603760553;0;-0,258068046;1
ALIGNA AG;2009;Health Care;0;0;0;-0,281328;-0,798657014;-0,121889706;0,019275215;0,239227902;-2,411654433;4,793697448;2,947696825;2,242046752;1,098612289;0,436620884;0;-1,441496288;1
ALL FOR ONE MIDMARKET AG;2009;IT;0;0;0;0,021747;-0,062354059;0,087447532;0,09602209;0,179801718;-2,011017321;4,150141865;4,445271351;2,18856721;1,098612289;0,422777778;0;-1,164254721;1
